order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
51247,7746,2025-08-16,390,1,150.56,150.56,Completed,2025-08-20
51248,1053,2025-02-05,493,8,177.80,1422.40,Pending,
51249,883,2022-03-22,455,6,83.92,503.52,Pending,
51250,51,2024-09-21,427,7,363.79,2546.53,Cancelled,
51251,9076,2025-08-09,91,4,110.93,443.72,Completed,2025-08-13
51252,2117,2023-04-20,433,4,307.91,1231.64,Completed,2023-04-21
51253,1902,2025-11-05,478,3,356.79,1070.37,Completed,2025-11-08
51254,1462,2025-09-14,5,7,135.53,948.71,Completed,2025-09-18
51255,1203,2026-07-27,171,1,70.81,70.81,Pending,
51256,3437,2024-12-15,247,5,229.52,1147.60,Pending,
51257,1686,2026-07-17,334,6,386.93,2321.58,Completed,2026-07-17
51258,6672,2024-04-29,143,4,32.55,130.20,Completed,2024-04-29
51259,1630,2025-12-16,341,5,18.56,92.80,Completed,2025-12-20
51260,8713,2023-08-12,81,1,182.83,182.83,Pending,
51261,4349,2025-09-28,213,6,335.00,2010.00,Cancelled,
51262,9231,2022-10-30,72,3,199.98,599.94,Pending,
51263,8847,2026-07-02,305,4,410.35,1641.40,Completed,2026-07-06
51264,4225,2022-09-30,391,4,416.75,1667.00,Pending,
51265,8063,2022-07-03,121,5,261.11,1305.55,Completed,2022-07-04
51266,1712,2022-05-29,467,5,125.52,627.60,Completed,2022-05-30
51267,8811,2024-07-29,498,3,32.19,96.57,Completed,2024-07-29
51268,1557,2025-05-04,375,1,193.68,193.68,Completed,2025-05-05
51269,7811,2026-07-03,451,2,25.34,50.68,Completed,2026-07-04
51270,1373,2024-11-15,463,2,79.17,158.34,Completed,2024-11-16
51271,2142,2025-08-30,365,4,8.36,33.44,Cancelled,
51272,8346,2025-06-06,109,5,335.45,1677.25,Pending,
51273,8061,2026-06-15,329,4,98.81,395.24,Completed,2026-06-15
51274,6367,2026-01-27,281,3,409.32,1227.96,Completed,2026-01-27
51275,8802,2025-08-05,159,5,41.51,207.55,Pending,
51276,1013,2026-03-09,319,4,114.25,457.00,Pending,
51277,3154,2026-08-14,193,4,395.29,1581.16,Completed,2026-08-14
51278,7406,2024-10-29,248,4,192.52,770.08,Completed,2024-11-02
51279,2180,2026-05-09,182,1,314.97,314.97,Completed,2026-05-13
51280,2885,2023-07-16,185,1,345.14,345.14,Completed,2023-07-20
51281,4591,2023-11-18,12,5,320.36,1601.80,Completed,2023-11-18
51282,8700,2021-10-10,108,3,224.63,673.89,Completed,2021-10-10
51283,2531,2024-12-08,168,2,16.05,32.10,Completed,2024-12-09
51284,4757,2026-08-03,190,3,245.65,736.95,Completed,2026-08-05
51285,1943,2023-05-22,195,5,217.28,1086.40,Completed,2023-05-25
51286,4518,2026-02-22,104,3,325.54,976.62,Completed,2026-02-24
51287,7901,2024-12-16,25,3,81.60,244.80,Completed,2024-12-18
51288,5961,2024-03-24,81,2,182.83,365.66,Completed,2024-03-27
51289,7067,2022-12-08,228,6,269.30,1615.80,Completed,2022-12-08
51290,8773,2026-03-28,56,1,71.90,71.90,Completed,2026-03-28
51291,4933,2026-08-12,388,5,367.53,1837.65,Completed,2026-08-14
51292,4904,2025-06-07,240,1,74.53,74.53,Completed,2025-06-10
51293,3253,2026-06-01,90,5,238.36,1191.80,Completed,2026-06-04
51294,488,2024-04-25,405,1,219.72,219.72,Completed,2024-04-29
51295,5835,2025-05-08,430,5,417.71,2088.55,Completed,2025-05-08
51296,4442,2024-08-22,16,5,94.94,474.70,Completed,2024-08-26
51297,6708,2026-07-07,290,2,77.79,155.58,Completed,2026-07-07
51298,4747,2026-05-27,481,5,128.28,641.40,Completed,2026-05-31
51299,5400,2022-06-19,226,2,379.10,758.20,Completed,2022-06-23
51300,993,2023-10-14,14,5,127.14,635.70,Completed,2023-10-18
51301,5504,2022-05-29,460,5,117.06,585.30,Completed,2022-06-02
51302,1396,2023-03-21,197,2,239.07,478.14,Completed,2023-03-24
51303,2936,2024-07-13,57,5,370.04,1850.20,Cancelled,
51304,5852,2025-10-09,68,3,171.46,514.38,Completed,2025-10-11
51305,8412,2025-03-09,102,2,78.18,156.36,Completed,2025-03-10
51306,1040,2026-05-13,6,5,85.11,425.55,Completed,2026-05-16
51307,3252,2025-09-11,495,6,21.50,129.00,Completed,2025-09-11
51308,297,2022-11-21,475,3,80.17,240.51,Completed,2022-11-23
51309,5896,2024-09-10,258,2,369.13,738.26,Completed,2024-09-12
51310,5116,2024-06-28,279,6,225.99,1355.94,Completed,2024-07-02
51311,3331,2024-05-30,305,2,410.35,820.70,Completed,2024-06-03
51312,8578,2023-08-28,363,1,49.96,49.96,Completed,2023-08-30
51313,5955,2025-04-19,344,5,206.92,1034.60,Completed,2025-04-22
51314,5200,2025-11-25,4,1,218.65,218.65,Completed,2025-11-25
51315,8619,2026-07-03,76,2,297.96,595.92,Completed,2026-07-03
51316,2410,2021-11-29,265,6,201.30,1207.80,Completed,2021-11-30
51317,7695,2025-07-13,177,5,318.36,1591.80,Completed,2025-07-14
51318,924,2026-07-17,269,1,364.42,364.42,Completed,2026-07-19
51319,5863,2023-12-04,292,4,303.17,1212.68,Completed,2023-12-05
51320,5416,2026-08-08,348,4,257.35,1029.40,Cancelled,
51321,612,2025-11-18,439,8,22.95,183.60,Cancelled,
51322,3604,2026-02-26,420,5,112.96,564.80,Completed,2026-03-01
51323,8264,2023-07-04,74,3,61.16,183.48,Completed,2023-07-08
51324,7712,2024-10-10,445,1,94.42,94.42,Completed,2024-10-13
51325,2015,2025-12-05,255,6,123.25,739.50,Completed,2025-12-09
51326,8814,2025-02-27,34,2,315.12,630.24,Completed,2025-03-02
51327,7720,2025-09-05,430,6,417.71,2506.26,Completed,2025-09-07
51328,9421,2020-12-23,391,3,416.75,1250.25,Cancelled,
51329,274,2025-08-03,260,2,19.85,39.70,Cancelled,
51330,6382,2023-04-02,170,6,325.43,1952.58,Completed,2023-04-05
51331,7533,2024-12-25,429,6,278.42,1670.52,Completed,2024-12-26
51332,108,2025-08-17,95,2,105.42,210.84,Completed,2025-08-18
51333,5059,2024-12-03,295,3,409.32,1227.96,Completed,2024-12-04
51334,4859,2025-03-12,426,1,15.04,15.04,Completed,2025-03-13
51335,4289,2025-12-14,28,1,236.09,236.09,Cancelled,
51336,6345,2026-05-15,439,1,22.95,22.95,Pending,
51337,2382,2025-06-29,173,4,100.74,402.96,Completed,2025-07-01
51338,499,2022-09-02,165,2,283.49,566.98,Completed,2022-09-06
51339,9088,2022-08-04,194,6,147.13,882.78,Completed,2022-08-04
51340,4108,2022-01-21,374,1,58.91,58.91,Completed,2022-01-21
51341,1164,2025-09-08,280,8,367.10,2936.80,Completed,2025-09-10
51342,2258,2025-05-11,84,4,414.58,1658.32,Completed,2025-05-13
51343,7881,2022-07-28,2,2,258.48,516.96,Completed,2022-08-01
51344,9277,2022-12-30,347,4,211.35,845.40,Completed,2022-12-30
51345,6934,2021-08-27,258,5,369.13,1845.65,Completed,2021-08-28
51346,7620,2026-06-07,263,6,339.34,2036.04,Completed,2026-06-07
51347,6637,2023-01-12,118,2,49.17,98.34,Completed,2023-01-12
51348,2101,2025-08-26,402,5,156.70,783.50,Completed,2025-08-29
51349,8161,2024-09-11,475,1,80.17,80.17,Completed,2024-09-13
51350,8001,2026-03-25,112,4,289.68,1158.72,Completed,2026-03-27
51351,1270,2025-09-09,1,4,374.18,1496.72,Completed,2025-09-11
51352,4584,2026-03-12,275,2,296.81,593.62,Completed,2026-03-14
51353,2501,2025-06-01,437,5,330.98,1654.90,Completed,2025-06-02
51354,6715,2024-05-13,160,3,123.82,371.46,Completed,2024-05-17
51355,1660,2025-08-28,219,1,36.28,36.28,Completed,2025-08-30
51356,4643,2025-11-22,319,5,114.25,571.25,Completed,2025-11-25
51357,7563,2023-12-24,99,4,196.32,785.28,Completed,2023-12-25
51358,298,2025-12-16,422,1,220.18,220.18,Completed,2025-12-19
51359,5126,2024-09-23,252,6,351.13,2106.78,Completed,2024-09-24
51360,9569,2023-09-19,497,6,159.71,958.26,Completed,2023-09-21
51361,8699,2023-09-18,93,1,411.79,411.79,Completed,2023-09-21
51362,6488,2025-02-12,445,5,94.42,472.10,Completed,2025-02-14
51363,1048,2026-06-21,413,8,71.35,570.80,Pending,
51364,2636,2024-01-05,262,1,90.16,90.16,Completed,2024-01-06
51365,7224,2022-11-09,115,4,19.04,76.16,Cancelled,
51366,4301,2024-04-19,440,1,133.97,133.97,Completed,2024-04-21
51367,2188,2023-12-24,407,2,403.47,806.94,Completed,2023-12-24
51368,8753,2026-08-12,428,1,417.66,417.66,Completed,2026-08-14
51369,4348,2025-11-04,36,5,34.14,170.70,Completed,2025-11-04
51370,984,2025-05-15,331,5,238.23,1191.15,Completed,2025-05-18
51371,6515,2022-06-18,62,1,83.22,83.22,Completed,2022-06-22
51372,5625,2025-02-28,88,5,83.52,417.60,Completed,2025-02-28
51373,3814,2026-06-29,240,3,74.53,223.59,Completed,2026-07-03
51374,3406,2026-07-05,382,6,70.09,420.54,Completed,2026-07-09
51375,563,2026-04-24,156,5,302.19,1510.95,Completed,2026-04-27
51376,399,2026-07-17,96,4,100.94,403.76,Completed,2026-07-20
51377,8611,2022-09-07,18,6,218.42,1310.52,Completed,2022-09-10
51378,6006,2024-04-23,429,1,278.42,278.42,Completed,2024-04-23
51379,5748,2023-05-18,486,4,91.47,365.88,Pending,
51380,2956,2021-01-25,260,4,19.85,79.40,Pending,
51381,6528,2023-09-24,415,5,291.70,1458.50,Completed,2023-09-26
51382,8228,2026-02-19,122,1,74.12,74.12,Cancelled,
51383,8318,2023-11-05,30,4,147.45,589.80,Completed,2023-11-08
51384,7253,2022-10-14,485,4,243.62,974.48,Cancelled,
51385,6981,2023-01-30,458,5,140.38,701.90,Completed,2023-01-30
51386,7239,2025-01-20,453,2,195.34,390.68,Completed,2025-01-23
51387,6450,2025-12-22,315,5,241.13,1205.65,Completed,2025-12-26
51388,7147,2026-06-20,402,4,156.70,626.80,Completed,2026-06-20
51389,7902,2023-03-21,456,2,148.84,297.68,Completed,2023-03-25
51390,2698,2024-07-08,189,4,246.52,986.08,Completed,2024-07-11
51391,8062,2025-08-22,405,3,219.72,659.16,Cancelled,
51392,842,2025-06-23,118,4,49.17,196.68,Completed,2025-06-23
51393,5526,2023-01-28,116,4,117.74,470.96,Completed,2023-01-29
51394,2221,2024-10-16,273,6,183.99,1103.94,Completed,2024-10-17
51395,290,2022-12-09,4,3,218.65,655.95,Pending,
51396,6803,2025-06-03,299,5,273.66,1368.30,Completed,2025-06-04
51397,8830,2026-08-05,361,5,9.89,49.45,Completed,2026-08-09
51398,4776,2024-05-07,417,6,400.31,2401.86,Completed,2024-05-07
51399,2330,2025-01-25,167,2,151.77,303.54,Completed,2025-01-29
51400,9021,2025-12-06,179,3,370.59,1111.77,Completed,2025-12-09
51401,5716,2025-08-18,230,5,353.48,1767.40,Completed,2025-08-21
51402,8140,2023-05-16,411,6,361.40,2168.40,Completed,2023-05-18
51403,3315,2026-03-13,122,2,74.12,148.24,Completed,2026-03-14
51404,3780,2026-06-16,79,5,121.80,609.00,Completed,2026-06-17
51405,2392,2025-10-17,113,3,17.76,53.28,Completed,2025-10-21
51406,4239,2025-08-19,251,3,387.48,1162.44,Completed,2025-08-20
51407,9368,2023-11-30,105,1,343.28,343.28,Completed,2023-12-03
51408,7367,2026-03-17,143,2,32.55,65.10,Completed,2026-03-20
51409,9033,2026-03-31,67,1,405.49,405.49,Completed,2026-04-02
51410,2717,2026-06-07,117,4,112.65,450.60,Completed,2026-06-11
51411,2450,2024-04-28,303,2,68.92,137.84,Completed,2024-05-01
51412,808,2023-12-03,353,2,51.11,102.22,Completed,2023-12-04
51413,4394,2022-04-28,9,6,271.32,1627.92,Completed,2022-05-02
51414,9675,2025-10-22,78,1,162.42,162.42,Completed,2025-10-25
51415,3813,2026-07-04,179,2,370.59,741.18,Completed,2026-07-05
51416,5635,2022-11-15,238,2,31.85,63.70,Completed,2022-11-15
51417,9414,2024-12-27,474,2,261.56,523.12,Completed,2024-12-30
51418,5357,2022-08-16,302,4,30.46,121.84,Completed,2022-08-20
51419,3006,2024-02-21,303,6,68.92,413.52,Completed,2024-02-25
51420,8286,2025-04-19,185,2,345.14,690.28,Cancelled,
51421,3395,2025-08-25,228,5,269.30,1346.50,Completed,2025-08-26
51422,3774,2025-05-28,472,1,250.69,250.69,Completed,2025-05-30
51423,3449,2026-07-28,257,5,126.01,630.05,Cancelled,
51424,3029,2024-05-22,142,3,33.51,100.53,Completed,2024-05-23
51425,4303,2026-08-14,163,1,42.97,42.97,Completed,2026-08-14
51426,5144,2025-07-14,299,2,273.66,547.32,Pending,
51427,2717,2026-04-23,6,3,85.11,255.33,Completed,2026-04-24
51428,8381,2021-08-01,235,3,94.27,282.81,Completed,2021-08-04
51429,8556,2026-07-18,338,4,34.01,136.04,Completed,2026-07-22
51430,7552,2025-11-08,344,5,206.92,1034.60,Completed,2025-11-10
51431,8676,2026-08-02,255,2,123.25,246.50,Pending,
51432,2006,2025-02-01,100,6,18.66,111.96,Completed,2025-02-05
51433,9226,2020-03-01,418,3,73.38,220.14,Pending,
51434,8049,2025-09-19,92,6,203.02,1218.12,Completed,2025-09-19
51435,7573,2025-12-23,326,6,284.38,1706.28,Completed,2025-12-26
51436,5804,2026-04-15,297,3,306.08,918.24,Completed,2026-04-17
51437,7281,2026-03-18,330,3,222.02,666.06,Completed,2026-03-18
51438,794,2026-03-28,341,3,18.56,55.68,Completed,2026-03-31
51439,7950,2026-01-05,373,2,240.15,480.30,Completed,2026-01-05
51440,6365,2026-07-18,401,3,326.49,979.47,Completed,2026-07-22
51441,8666,2025-08-12,238,4,31.85,127.40,Completed,2025-08-13
51442,3799,2026-08-14,175,6,13.29,79.74,Completed,2026-08-14
51443,4288,2025-01-02,45,2,160.62,321.24,Cancelled,
51444,4979,2022-09-17,41,3,166.55,499.65,Completed,2022-09-21
51445,6627,2025-08-26,231,1,311.81,311.81,Completed,2025-08-28
51446,422,2026-01-21,40,3,127.80,383.40,Pending,
51447,766,2026-01-25,459,6,16.62,99.72,Completed,2026-01-28
51448,9384,2026-06-08,226,6,379.10,2274.60,Completed,2026-06-08
51449,5120,2026-04-07,493,6,177.80,1066.80,Completed,2026-04-09
51450,1651,2023-02-06,393,1,61.95,61.95,Completed,2023-02-08
51451,6385,2026-07-21,4,2,218.65,437.30,Pending,
51452,8868,2026-04-21,354,6,135.27,811.62,Completed,2026-04-24
51453,6176,2023-08-20,154,3,144.59,433.77,Completed,2023-08-22
51454,9244,2024-12-09,330,1,222.02,222.02,Cancelled,
51455,6396,2025-02-17,242,1,17.01,17.01,Completed,2025-02-17
51456,6162,2024-08-21,25,1,81.60,81.60,Completed,2024-08-23
51457,9042,2024-10-29,464,1,116.09,116.09,Completed,2024-11-02
51458,3114,2026-05-28,492,6,229.65,1377.90,Completed,2026-06-01
51459,4979,2026-04-29,93,4,411.79,1647.16,Completed,2026-05-02
51460,2751,2025-12-10,242,5,17.01,85.05,Completed,2025-12-12
51461,5501,2025-10-10,187,5,388.62,1943.10,Completed,2025-10-10
51462,3354,2026-06-26,275,1,296.81,296.81,Completed,2026-06-29
51463,1537,2026-07-03,111,4,65.39,261.56,Pending,
51464,4904,2025-01-17,226,5,379.10,1895.50,Cancelled,
51465,3343,2024-03-19,323,6,64.41,386.46,Cancelled,
51466,1951,2024-09-16,55,6,364.83,2188.98,Completed,2024-09-16
51467,657,2021-11-14,204,6,270.67,1624.02,Completed,2021-11-16
51468,5639,2022-12-17,359,6,245.08,1470.48,Completed,2022-12-21
51469,4763,2023-07-02,329,6,98.81,592.86,Completed,2023-07-02
51470,657,2024-01-24,384,7,277.61,1943.27,Completed,2024-01-27
51471,7255,2025-04-07,237,2,54.33,108.66,Pending,
51472,2184,2025-02-03,479,3,39.99,119.97,Pending,
51473,7898,2024-01-15,397,2,297.39,594.78,Completed,2024-01-16
51474,8044,2026-04-19,443,3,204.65,613.95,Completed,2026-04-21
51475,7578,2025-04-29,71,1,118.69,118.69,Completed,2025-05-01
51476,3009,2026-04-27,146,1,419.65,419.65,Completed,2026-04-29
51477,1240,2026-01-14,389,5,168.42,842.10,Cancelled,
51478,886,2024-01-04,295,7,409.32,2865.24,Pending,
51479,4625,2025-12-16,362,1,36.89,36.89,Completed,2025-12-19
51480,8800,2023-08-08,284,4,193.40,773.60,Pending,
51481,688,2022-10-30,254,5,96.41,482.05,Pending,
51482,1307,2026-06-21,208,7,25.37,177.59,Completed,2026-06-22
51483,3349,2025-11-05,264,2,93.67,187.34,Pending,
51484,1289,2022-12-02,279,2,225.99,451.98,Pending,
51485,2262,2026-08-02,120,1,357.08,357.08,Completed,2026-08-05
51486,5764,2025-04-26,58,6,128.20,769.20,Completed,2025-04-26
51487,7898,2023-05-12,352,6,84.65,507.90,Completed,2023-05-12
51488,3877,2026-01-16,450,4,12.44,49.76,Pending,
51489,5016,2025-12-11,28,3,236.09,708.27,Completed,2025-12-12
51490,92,2026-01-03,26,8,160.93,1287.44,Completed,2026-01-04
51491,71,2026-07-23,36,1,34.14,34.14,Completed,2026-07-26
51492,1839,2026-06-24,48,4,306.67,1226.68,Completed,2026-06-28
51493,6452,2025-05-20,202,4,315.15,1260.60,Completed,2025-05-23
51494,6891,2024-03-20,280,1,367.10,367.10,Pending,
51495,722,2023-01-07,92,5,203.02,1015.10,Completed,2023-01-07
51496,8639,2023-09-16,68,3,171.46,514.38,Completed,2023-09-17
51497,3246,2024-05-19,56,5,71.90,359.50,Completed,2024-05-19
51498,4710,2026-04-20,157,3,413.98,1241.94,Completed,2026-04-22
51499,6239,2024-05-13,260,6,19.85,119.10,Completed,2024-05-15
51500,8,2025-10-29,280,2,367.10,734.20,Completed,2025-11-01
51501,6353,2024-12-25,247,3,229.52,688.56,Completed,2024-12-26
51502,4982,2024-11-18,47,3,249.98,749.94,Cancelled,
51503,1430,2025-12-14,432,3,290.81,872.43,Completed,2025-12-15
51504,5889,2026-06-06,64,4,30.24,120.96,Pending,
51505,3304,2022-01-31,267,4,216.13,864.52,Completed,2022-02-04
51506,4500,2026-06-07,335,2,81.80,163.60,Completed,2026-06-10
51507,899,2023-01-02,472,5,250.69,1253.45,Pending,
51508,6420,2024-01-03,190,2,245.65,491.30,Completed,2024-01-05
51509,3366,2025-10-31,130,1,270.01,270.01,Pending,
51510,7405,2023-07-27,218,3,208.41,625.23,Completed,2023-07-31
51511,7186,2024-06-16,318,2,124.09,248.18,Completed,2024-06-16
51512,1015,2026-03-05,454,8,185.43,1483.44,Completed,2026-03-08
51513,2398,2025-01-28,305,2,410.35,820.70,Completed,2025-01-28
51514,3575,2025-11-27,403,5,356.00,1780.00,Completed,2025-11-27
51515,3475,2025-03-19,494,5,380.80,1904.00,Completed,2025-03-19
51516,8160,2024-12-31,216,6,264.58,1587.48,Cancelled,
51517,1495,2024-06-08,155,1,271.40,271.40,Completed,2024-06-09
51518,4760,2024-11-19,333,1,189.40,189.40,Pending,
51519,4165,2023-10-07,391,3,416.75,1250.25,Completed,2023-10-11
51520,3764,2025-10-18,174,4,118.75,475.00,Pending,
51521,5147,2024-08-05,269,4,364.42,1457.68,Completed,2024-08-07
51522,2041,2026-06-15,379,6,365.76,2194.56,Completed,2026-06-16
51523,1994,2024-09-11,124,1,108.26,108.26,Completed,2024-09-11
51524,1259,2026-01-28,430,7,417.71,2923.97,Pending,
51525,1847,2026-01-29,57,3,370.04,1110.12,Completed,2026-02-02
51526,126,2025-05-18,240,8,74.53,596.24,Completed,2025-05-22
51527,8869,2026-06-28,22,4,92.09,368.36,Completed,2026-06-30
51528,6233,2024-11-15,380,2,217.99,435.98,Completed,2024-11-15
51529,5124,2025-04-19,367,4,12.29,49.16,Completed,2025-04-19
51530,4772,2026-08-06,189,3,246.52,739.56,Completed,2026-08-10
51531,7170,2025-04-30,91,6,110.93,665.58,Completed,2025-04-30
51532,62,2024-07-11,162,2,326.80,653.60,Completed,2024-07-11
51533,4296,2026-08-13,182,5,314.97,1574.85,Completed,2026-08-13
51534,6546,2026-05-17,233,4,16.51,66.04,Pending,
51535,7306,2026-01-10,376,2,104.91,209.82,Completed,2026-01-13
51536,5924,2025-03-09,458,3,140.38,421.14,Completed,2025-03-11
51537,494,2025-12-21,282,3,144.54,433.62,Completed,2025-12-24
51538,2490,2025-05-06,140,4,372.13,1488.52,Completed,2025-05-10
51539,5002,2024-05-10,28,5,236.09,1180.45,Cancelled,
51540,1848,2025-09-25,431,2,367.59,735.18,Completed,2025-09-28
51541,4025,2020-12-11,152,5,218.63,1093.15,Completed,2020-12-12
51542,6517,2025-06-15,374,4,58.91,235.64,Cancelled,
51543,9432,2026-02-11,428,6,417.66,2505.96,Completed,2026-02-12
51544,6423,2026-01-20,264,4,93.67,374.68,Completed,2026-01-24
51545,2593,2025-05-12,5,6,135.53,813.18,Completed,2025-05-15
51546,3774,2025-10-12,289,2,85.66,171.32,Completed,2025-10-12
51547,1165,2026-04-30,21,6,364.85,2189.10,Completed,2026-05-01
51548,4621,2026-08-10,139,2,177.76,355.52,Completed,2026-08-10
51549,7946,2026-03-24,393,1,61.95,61.95,Completed,2026-03-26
51550,4971,2023-06-27,1,2,374.18,748.36,Completed,2023-06-27
51551,887,2023-10-29,200,5,13.83,69.15,Completed,2023-10-29
51552,1014,2024-10-11,184,2,299.67,599.34,Completed,2024-10-12
51553,3054,2025-11-23,189,4,246.52,986.08,Completed,2025-11-27
51554,4661,2025-09-23,364,5,418.18,2090.90,Completed,2025-09-25
51555,2280,2022-10-28,188,3,413.47,1240.41,Completed,2022-10-31
51556,1809,2026-02-24,163,4,42.97,171.88,Completed,2026-02-27
51557,2088,2025-07-01,224,3,189.67,569.01,Completed,2025-07-05
51558,4289,2025-03-18,255,3,123.25,369.75,Pending,
51559,165,2025-07-13,144,2,373.58,747.16,Completed,2025-07-13
51560,7813,2022-06-13,35,3,175.22,525.66,Completed,2022-06-14
51561,7780,2026-08-12,289,3,85.66,256.98,Completed,2026-08-13
51562,6213,2026-07-05,76,4,297.96,1191.84,Completed,2026-07-06
51563,6618,2025-10-12,210,1,246.75,246.75,Cancelled,
51564,7666,2023-05-28,114,6,341.09,2046.54,Pending,
51565,7659,2025-04-28,258,1,369.13,369.13,Completed,2025-04-30
51566,5946,2022-11-30,325,4,77.72,310.88,Pending,
51567,6655,2026-02-21,15,1,417.04,417.04,Completed,2026-02-22
51568,7422,2023-04-30,38,6,127.77,766.62,Completed,2023-04-30
51569,6432,2024-09-30,458,1,140.38,140.38,Completed,2024-10-01
51570,2522,2025-12-07,39,3,197.96,593.88,Cancelled,
51571,8620,2023-06-08,102,3,78.18,234.54,Completed,2023-06-12
51572,5559,2026-06-08,384,4,277.61,1110.44,Completed,2026-06-12
51573,1444,2024-04-01,475,4,80.17,320.68,Completed,2024-04-05
51574,5866,2025-02-08,414,1,329.34,329.34,Completed,2025-02-10
51575,4260,2022-09-20,388,4,367.53,1470.12,Completed,2022-09-24
51576,5123,2025-03-02,121,1,261.11,261.11,Pending,
51577,1731,2026-07-25,434,1,276.64,276.64,Completed,2026-07-25
51578,8469,2026-05-07,141,6,325.44,1952.64,Completed,2026-05-08
51579,7649,2025-10-27,266,5,90.16,450.80,Completed,2025-10-30
51580,8568,2021-10-12,169,4,46.08,184.32,Completed,2021-10-14
51581,808,2023-05-07,255,7,123.25,862.75,Completed,2023-05-07
51582,1325,2026-04-07,180,4,17.65,70.60,Completed,2026-04-10
51583,7179,2026-01-09,165,4,283.49,1133.96,Completed,2026-01-13
51584,7040,2023-11-21,161,3,356.66,1069.98,Completed,2023-11-25
51585,5302,2026-06-22,182,3,314.97,944.91,Completed,2026-06-25
51586,5383,2025-03-19,185,5,345.14,1725.70,Completed,2025-03-19
51587,4208,2024-12-26,134,3,401.33,1203.99,Completed,2024-12-27
51588,2750,2026-05-02,190,1,245.65,245.65,Completed,2026-05-04
51589,77,2020-10-01,132,6,179.03,1074.18,Completed,2020-10-05
51590,7768,2024-08-03,429,1,278.42,278.42,Completed,2024-08-06
51591,7454,2026-04-02,390,3,150.56,451.68,Completed,2026-04-02
51592,5499,2025-09-11,6,3,85.11,255.33,Completed,2025-09-14
51593,5716,2026-02-16,29,3,211.35,634.05,Completed,2026-02-19
51594,4376,2026-08-03,173,5,100.74,503.70,Completed,2026-08-04
51595,3935,2026-03-02,163,5,42.97,214.85,Completed,2026-03-02
51596,3621,2026-06-27,124,3,108.26,324.78,Completed,2026-06-28
51597,2183,2023-09-21,424,6,83.16,498.96,Completed,2023-09-23
51598,6981,2024-11-22,465,4,190.39,761.56,Completed,2024-11-26
51599,2755,2026-06-23,128,4,381.19,1524.76,Cancelled,
51600,1783,2022-11-06,189,1,246.52,246.52,Completed,2022-11-08
51601,2870,2025-07-15,86,3,378.30,1134.90,Completed,2025-07-17
51602,3285,2026-07-14,203,2,383.69,767.38,Completed,2026-07-17
51603,7589,2025-12-29,95,2,105.42,210.84,Completed,2025-12-31
51604,8278,2022-12-15,131,4,293.96,1175.84,Completed,2022-12-19
51605,6452,2025-04-29,414,2,329.34,658.68,Completed,2025-05-01
51606,2608,2023-06-04,416,5,387.80,1939.00,Completed,2023-06-04
51607,1939,2024-11-02,152,6,218.63,1311.78,Completed,2024-11-05
51608,6105,2026-04-11,270,5,330.18,1650.90,Pending,
51609,698,2025-05-19,492,5,229.65,1148.25,Completed,2025-05-20
51610,4221,2022-10-27,258,5,369.13,1845.65,Completed,2022-10-28
51611,8185,2026-04-13,146,5,419.65,2098.25,Completed,2026-04-13
51612,4708,2026-05-27,328,3,70.33,210.99,Completed,2026-05-28
51613,5037,2023-06-16,65,2,191.23,382.46,Completed,2023-06-18
51614,5970,2026-02-11,475,6,80.17,481.02,Completed,2026-02-13
51615,8618,2025-04-09,244,2,306.87,613.74,Cancelled,
51616,8497,2025-02-18,344,2,206.92,413.84,Completed,2025-02-20
51617,5506,2024-02-25,66,3,295.04,885.12,Pending,
51618,6216,2022-01-06,329,6,98.81,592.86,Completed,2022-01-06
51619,8139,2022-08-19,70,3,272.70,818.10,Completed,2022-08-19
51620,3980,2024-03-30,327,3,236.61,709.83,Completed,2024-03-30
51621,9643,2026-07-14,125,1,268.24,268.24,Completed,2026-07-16
51622,8987,2025-07-05,381,4,6.69,26.76,Completed,2025-07-07
51623,2817,2021-02-26,274,2,325.63,651.26,Completed,2021-03-01
51624,8697,2024-03-01,454,3,185.43,556.29,Completed,2024-03-04
51625,3529,2026-06-09,99,2,196.32,392.64,Completed,2026-06-13
51626,3487,2026-05-18,98,2,276.17,552.34,Completed,2026-05-21
51627,4159,2025-05-21,226,2,379.10,758.20,Completed,2025-05-25
51628,4151,2024-10-25,99,2,196.32,392.64,Completed,2024-10-28
51629,8532,2022-12-13,115,1,19.04,19.04,Completed,2022-12-13
51630,863,2025-09-17,407,4,403.47,1613.88,Cancelled,
51631,1163,2025-02-14,99,5,196.32,981.60,Completed,2025-02-16
51632,9154,2025-08-01,495,1,21.50,21.50,Completed,2025-08-04
51633,2220,2025-03-18,329,2,98.81,197.62,Completed,2025-03-22
51634,7714,2025-04-05,40,5,127.80,639.00,Completed,2025-04-06
51635,7239,2025-12-04,182,1,314.97,314.97,Completed,2025-12-08
51636,7053,2024-03-10,216,6,264.58,1587.48,Pending,
51637,2067,2025-01-21,36,6,34.14,204.84,Completed,2025-01-21
51638,6140,2025-06-16,348,1,257.35,257.35,Completed,2025-06-19
51639,865,2026-01-03,111,7,65.39,457.73,Completed,2026-01-07
51640,2832,2024-10-16,385,6,419.41,2516.46,Completed,2024-10-19
51641,4741,2026-01-08,109,2,335.45,670.90,Completed,2026-01-10
51642,8137,2021-09-19,3,3,177.69,533.07,Completed,2021-09-20
